Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
0	Immune cells	CD4Tconv	CD4Tconv	TNFRSF14	0.35	45.2	0
0	Immune cells	CD4Tconv	CD4Tconv	RGS10	0.35	62.5	0
0	Immune cells	CD4Tconv	CD4Tconv	TMEM2	0.35	41.2	0
0	Immune cells	CD4Tconv	CD4Tconv	RPL18A	0.35	100.0	0
0	Immune cells	CD4Tconv	CD4Tconv	ISCA1	0.35	43.4	0
0	Immune cells	CD4Tconv	CD4Tconv	IQGAP2	0.35	26.1	0
0	Immune cells	CD4Tconv	CD4Tconv	PIM1	0.35	46.2	0
0	Immune cells	CD4Tconv	CD4Tconv	RPL13A	0.35	99.4	0
0	Immune cells	CD4Tconv	CD4Tconv	TRAF3IP3	0.35	33.0	0
0	Immune cells	CD4Tconv	CD4Tconv	DNAJB6	0.35	77.8	0
0	Immune cells	CD4Tconv	CD4Tconv	HBP1	0.35	46.6	0
0	Immune cells	CD4Tconv	CD4Tconv	RPS19	0.35	100.0	0
0	Immune cells	CD4Tconv	CD4Tconv	MAF	0.35	26.1	0
0	Immune cells	CD4Tconv	CD4Tconv	HERPUD2	0.35	39.5	0
0	Immune cells	CD4Tconv	CD4Tconv	TLK1	0.34	35.1	0
0	Immune cells	CD4Tconv	CD4Tconv	TNFSF8	0.34	16.4	0
0	Immune cells	CD4Tconv	CD4Tconv	S100A4	0.34	83.0	0
0	Immune cells	CD4Tconv	CD4Tconv	S1PR4	0.34	22.5	0
0	Immune cells	CD4Tconv	CD4Tconv	CCND3	0.34	46.8	0
0	Immune cells	CD4Tconv	CD4Tconv	R3HDM4	0.34	42.8	0
0	Immune cells	CD4Tconv	CD4Tconv	WAS	0.34	46.5	0
0	Immune cells	CD4Tconv	CD4Tconv	ARAP2	0.34	28.3	0
0	Immune cells	CD4Tconv	CD4Tconv	TOX2	0.34	17.3	0
0	Immune cells	CD4Tconv	CD4Tconv	AKAP13	0.34	63.7	0
0	Immune cells	CD4Tconv	CD4Tconv	UBA52	0.34	99.3	0
0	Immune cells	CD4Tconv	CD4Tconv	AAK1	0.34	31.4	0
0	Immune cells	CD4Tconv	CD4Tconv	IL2RA	0.34	20.6	0
0	Immune cells	CD4Tconv	CD4Tconv	DAZAP2	0.34	85.2	0
0	Immune cells	CD4Tconv	CD4Tconv	ITGB2	0.34	56.5	0
0	Immune cells	CD4Tconv	CD4Tconv	GTF2B	0.34	52.7	0
0	Immune cells	CD4Tconv	CD4Tconv	PARP8	0.34	31.0	0
0	Immune cells	CD4Tconv	CD4Tconv	RASSF5	0.33	41.4	0
0	Immune cells	CD4Tconv	CD4Tconv	GNB2L1	0.33	99.7	0
0	Immune cells	CD4Tconv	CD4Tconv	CSRNP1	0.33	57.2	0
0	Immune cells	CD4Tconv	CD4Tconv	SNRPN	0.33	44.5	0
0	Immune cells	CD4Tconv	CD4Tconv	OXNAD1	0.33	31.2	0
0	Immune cells	CD4Tconv	CD4Tconv	THEM4	0.33	24.7	0
0	Immune cells	CD4Tconv	CD4Tconv	RNASET2	0.33	55.9	0
0	Immune cells	CD4Tconv	CD4Tconv	DDX6	0.32	46.1	0
0	Immune cells	CD4Tconv	CD4Tconv	INPP4B	0.32	22.6	0
0	Immune cells	CD4Tconv	CD4Tconv	EIF3F	0.32	83.2	0
0	Immune cells	CD4Tconv	CD4Tconv	SF3A1	0.32	46.4	0
0	Immune cells	CD4Tconv	CD4Tconv	LBH	0.32	50.8	0
0	Immune cells	CD4Tconv	CD4Tconv	PPP1R16B	0.32	28.4	0
0	Immune cells	CD4Tconv	CD4Tconv	RSBN1	0.32	32.5	0
0	Immune cells	CD4Tconv	CD4Tconv	RPL41	0.32	99.1	0
0	Immune cells	CD4Tconv	CD4Tconv	KCNA3	0.32	18.0	0
0	Immune cells	CD4Tconv	CD4Tconv	STAT3	0.32	68.9	0
0	Immune cells	CD4Tconv	CD4Tconv	CYFIP2	0.32	32.1	0
0	Immune cells	CD4Tconv	CD4Tconv	YWHAB	0.32	88.4	0
0	Immune cells	CD4Tconv	CD4Tconv	HLA-F	0.32	59.4	0
0	Immune cells	CD4Tconv	CD4Tconv	MPZL3	0.32	20.9	0
0	Immune cells	CD4Tconv	CD4Tconv	NDUFV2	0.32	69.0	0
0	Immune cells	CD4Tconv	CD4Tconv	HERC1	0.32	29.5	0
0	Immune cells	CD4Tconv	CD4Tconv	RBL2	0.32	34.5	0
0	Immune cells	CD4Tconv	CD4Tconv	CDC14A	0.32	22.2	0
0	Immune cells	CD4Tconv	CD4Tconv	TERF2IP	0.32	62.5	0
0	Immune cells	CD4Tconv	CD4Tconv	NSMCE3	0.32	25.8	0
0	Immune cells	CD4Tconv	CD4Tconv	WHSC1L1	0.32	53.6	0
0	Immune cells	CD4Tconv	CD4Tconv	UBE2D3	0.32	87.9	0
0	Immune cells	CD4Tconv	CD4Tconv	TBCC	0.31	32.0	0
0	Immune cells	CD4Tconv	CD4Tconv	SUSD3	0.31	28.6	0
0	Immune cells	CD4Tconv	CD4Tconv	PHF1	0.31	37.3	0
0	Immune cells	CD4Tconv	CD4Tconv	LEF1	0.31	19.6	0
0	Immune cells	CD4Tconv	CD4Tconv	CALM1	0.31	98.2	0
0	Immune cells	CD4Tconv	CD4Tconv	RASAL3	0.31	31.6	0
0	Immune cells	CD4Tconv	CD4Tconv	CIRBP	0.31	84.8	0
0	Immune cells	CD4Tconv	CD4Tconv	DDX3X	0.31	56.9	0
0	Immune cells	CD4Tconv	CD4Tconv	PFDN5	0.31	97.2	0
0	Immune cells	CD4Tconv	CD4Tconv	SH3TC1	0.31	19.6	0
0	Immune cells	CD4Tconv	CD4Tconv	COX7C	0.31	92.5	0
0	Immune cells	CD4Tconv	CD4Tconv	EEF1G	0.31	95.5	0
0	Immune cells	CD4Tconv	CD4Tconv	RPL10A	0.31	99.4	0
0	Immune cells	CD4Tconv	CD4Tconv	RPS8	0.31	100.0	0
0	Immune cells	CD4Tconv	CD4Tconv	PITPNC1	0.31	26.5	0
0	Immune cells	CD4Tconv	CD4Tconv	JUNB	0.31	92.3	0
0	Immune cells	CD4Tconv	CD4Tconv	RPL27A	0.31	93.2	0
0	Immune cells	CD4Tconv	CD4Tconv	PYHIN1	0.31	22.0	0
0	Immune cells	CD4Tconv	CD4Tconv	SLAMF1	0.3	23.9	0
0	Immune cells	CD4Tconv	CD4Tconv	SCML4	0.3	20.0	0
0	Immune cells	CD4Tconv	CD4Tconv	MAPK1IP1L	0.3	58.6	0
0	Immune cells	CD4Tconv	CD4Tconv	GALM	0.3	30.3	0
0	Immune cells	CD4Tconv	CD4Tconv	NDFIP1	0.3	60.1	0
0	Immune cells	CD4Tconv	CD4Tconv	PTPN22	0.3	36.2	0
0	Immune cells	CD4Tconv	CD4Tconv	ANKRD44	0.3	33.2	0
0	Immune cells	CD4Tconv	CD4Tconv	LPIN2	0.3	29.4	0
0	Immune cells	CD4Tconv	CD4Tconv	PNRC1	0.3	91.1	0
0	Immune cells	CD4Tconv	CD4Tconv	PSTPIP1	0.3	30.6	0
0	Immune cells	CD4Tconv	CD4Tconv	DOCK8	0.3	37.6	0
0	Immune cells	CD4Tconv	CD4Tconv	SORL1	0.3	20.6	0
0	Immune cells	CD4Tconv	CD4Tconv	PTPN7	0.3	38.2	0
0	Immune cells	CD4Tconv	CD4Tconv	FMNL1	0.3	35.4	0
0	Immune cells	CD4Tconv	CD4Tconv	PAIP2	0.29	63.5	0
0	Immune cells	CD4Tconv	CD4Tconv	ITGAL	0.29	24.5	0
0	Immune cells	CD4Tconv	CD4Tconv	GBP2	0.29	46.3	0
0	Immune cells	CD4Tconv	CD4Tconv	FAM65B	0.29	21.4	0
0	Immune cells	CD4Tconv	CD4Tconv	TMC8	0.29	29.5	0
0	Immune cells	CD4Tconv	CD4Tconv	LCP2	0.29	48.4	0
0	Immune cells	CD4Tconv	CD4Tconv	DOCK10	0.29	28.1	0
0	Immune cells	CD4Tconv	CD4Tconv	DENND1C	0.29	25.1	0
0	Immune cells	CD4Tconv	CD4Tconv	CLK1	0.29	54.2	0
0	Immune cells	CD4Tconv	CD4Tconv	RASA3	0.29	20.3	0
0	Immune cells	CD4Tconv	CD4Tconv	RASGRP1	0.29	22.0	0
0	Immune cells	CD4Tconv	CD4Tconv	CYCS	0.29	73.4	0
0	Immune cells	CD4Tconv	CD4Tconv	LRRFIP1	0.29	71.1	0
0	Immune cells	CD4Tconv	CD4Tconv	ARL6IP5	0.29	68.8	0
0	Immune cells	CD4Tconv	CD4Tconv	TMA7	0.29	88.9	0
0	Immune cells	CD4Tconv	CD4Tconv	ABRACL	0.29	57.6	0
0	Immune cells	CD4Tconv	CD4Tconv	TMC6	0.29	35.9	0
0	Immune cells	CD4Tconv	CD4Tconv	RPL35A	0.29	99.9	0
0	Immune cells	CD4Tconv	CD4Tconv	CCNI	0.29	94.6	0
0	Immune cells	CD4Tconv	CD4Tconv	RPS20	0.28	89.4	0
0	Immune cells	CD4Tconv	CD4Tconv	LSP1	0.28	81.4	0
0	Immune cells	CD4Tconv	CD4Tconv	ATXN7	0.28	21.3	0
0	Immune cells	CD4Tconv	CD4Tconv	CLEC2B	0.28	59.4	0
0	Immune cells	CD4Tconv	CD4Tconv	HINT1	0.28	93.6	0
0	Immune cells	CD4Tconv	CD4Tconv	TESPA1	0.28	18.8	0
0	Immune cells	CD4Tconv	CD4Tconv	EIF4B	0.28	66.1	0
0	Immune cells	CD4Tconv	CD4Tconv	IFITM1	0.28	94.6	0
0	Immune cells	CD4Tconv	CD4Tconv	UQCRB	0.28	89.6	0
0	Immune cells	CD4Tconv	CD4Tconv	UBXN1	0.28	71.4	0
0	Immune cells	CD4Tconv	CD4Tconv	RPL22	0.27	98.9	0
0	Immune cells	CD4Tconv	CD4Tconv	LPAR2	0.27	20.5	0
0	Immune cells	CD4Tconv	CD4Tconv	HNRNPA0	0.27	77.0	0
0	Immune cells	CD4Tconv	CD4Tconv	EIF1	0.27	100.0	0
0	Immune cells	CD4Tconv	CD4Tconv	RPS7	0.27	100.0	0
0	Immune cells	CD4Tconv	CD4Tconv	GPR132	0.27	22.2	0
0	Immune cells	CD4Tconv	CD4Tconv	SEMA4D	0.27	26.5	0
0	Immune cells	CD4Tconv	CD4Tconv	MALAT1	0.27	100.0	0
0	Immune cells	CD4Tconv	CD4Tconv	HAUS3	0.27	21.2	0
0	Immune cells	CD4Tconv	CD4Tconv	OAZ1	0.27	98.1	0
0	Immune cells	CD4Tconv	CD4Tconv	RUNX3	0.27	34.6	0
0	Immune cells	CD4Tconv	CD4Tconv	PTGES3	0.27	85.7	0
0	Immune cells	CD4Tconv	CD4Tconv	EEF2	0.27	96.9	0
0	Immune cells	CD4Tconv	CD4Tconv	IPCEF1	0.27	16.6	0
0	Immune cells	CD4Tconv	CD4Tconv	PDCD1	0.27	23.3	0
0	Immune cells	CD4Tconv	CD4Tconv	RPL36A	0.27	69.4	0
0	Immune cells	CD4Tconv	CD4Tconv	PCED1B	0.26	26.3	0
0	Immune cells	CD4Tconv	CD4Tconv	RPL37A	0.26	99.0	0
0	Immune cells	CD4Tconv	CD4Tconv	DDX5	0.26	92.3	0
0	Immune cells	CD4Tconv	CD4Tconv	PRKCQ	0.26	18.7	0
0	Immune cells	CD4Tconv	CD4Tconv	RPL24	0.25	99.8	0
0	Immune cells	CD4Tconv	CD4Tconv	FGD3	0.25	20.8	0
0	Immune cells	CD4Tconv	CD4Tconv	GPR65	0.25	30.8	0
0	Immune cells	CD4Tconv	CD4Tconv	MAP4K1	0.25	25.6	0
0	Immune cells	CD4Tconv	CD4Tconv	ATP5C1	-0.25	44.9	0
0	Immune cells	CD4Tconv	CD4Tconv	PXDN	-0.25	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	ENAH	-0.25	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	TSPAN7	-0.25	0.1	0
0	Immune cells	CD4Tconv	CD4Tconv	DYNLL1	-0.25	73.5	0
0	Immune cells	CD4Tconv	CD4Tconv	H2AFJ	-0.25	27.1	0
0	Immune cells	CD4Tconv	CD4Tconv	MALL	-0.25	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	MAL2	-0.25	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	ZNHIT1	-0.25	32.5	0
0	Immune cells	CD4Tconv	CD4Tconv	POMP	-0.25	54.2	0
0	Immune cells	CD4Tconv	CD4Tconv	NDUFS6	-0.25	38.4	0
0	Immune cells	CD4Tconv	CD4Tconv	UBE2E2	-0.25	0.5	0
0	Immune cells	CD4Tconv	CD4Tconv	SMARCB1	-0.25	22.0	0
0	Immune cells	CD4Tconv	CD4Tconv	CORO1C	-0.25	3.6	0
0	Immune cells	CD4Tconv	CD4Tconv	MFSD1	-0.25	10.6	0
0	Immune cells	CD4Tconv	CD4Tconv	DDR1	-0.25	0.3	0
0	Immune cells	CD4Tconv	CD4Tconv	PITX1	-0.25	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	SH3BP5	-0.25	10.6	0
0	Immune cells	CD4Tconv	CD4Tconv	UQCRQ	-0.25	46.9	0
0	Immune cells	CD4Tconv	CD4Tconv	LAD1	-0.25	0.1	0
0	Immune cells	CD4Tconv	CD4Tconv	EIF5A	-0.25	53.5	0
0	Immune cells	CD4Tconv	CD4Tconv	NR2F2	-0.26	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	GGH	-0.26	0.8	0
0	Immune cells	CD4Tconv	CD4Tconv	EMILIN1	-0.26	0.1	0
0	Immune cells	CD4Tconv	CD4Tconv	PYCR1	-0.26	0.4	0
0	Immune cells	CD4Tconv	CD4Tconv	BCAP31	-0.26	44.6	0
0	Immune cells	CD4Tconv	CD4Tconv	FAM49A	-0.26	0.8	0
0	Immune cells	CD4Tconv	CD4Tconv	ATP1B1	-0.26	9.3	0
0	Immune cells	CD4Tconv	CD4Tconv	C1orf54	-0.26	1.4	0
0	Immune cells	CD4Tconv	CD4Tconv	FAM198B	-0.26	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	TMED9	-0.26	39.1	0
0	Immune cells	CD4Tconv	CD4Tconv	IL13RA1	-0.26	0.1	0
0	Immune cells	CD4Tconv	CD4Tconv	PPA1	-0.26	43.3	0
0	Immune cells	CD4Tconv	CD4Tconv	COX5B	-0.26	73.0	0
0	Immune cells	CD4Tconv	CD4Tconv	SLC25A37	-0.26	7.7	0
0	Immune cells	CD4Tconv	CD4Tconv	NDUFS8	-0.26	37.0	0
0	Immune cells	CD4Tconv	CD4Tconv	PHPT1	-0.26	28.6	0
0	Immune cells	CD4Tconv	CD4Tconv	TPD52L1	-0.26	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	IFIT3	-0.26	4.6	0
0	Immune cells	CD4Tconv	CD4Tconv	TK1	-0.26	0.9	0
0	Immune cells	CD4Tconv	CD4Tconv	ITGB4	-0.26	0.2	0
0	Immune cells	CD4Tconv	CD4Tconv	CFB	-0.26	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	TMED3	-0.26	15.4	0
0	Immune cells	CD4Tconv	CD4Tconv	YIF1A	-0.27	19.1	0
0	Immune cells	CD4Tconv	CD4Tconv	EPS8	-0.27	0.5	0
0	Immune cells	CD4Tconv	CD4Tconv	ITGBL1	-0.27	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	LAMB2	-0.27	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	ATP5J	-0.27	49.5	0
0	Immune cells	CD4Tconv	CD4Tconv	CDC42EP4	-0.27	1.5	0
0	Immune cells	CD4Tconv	CD4Tconv	PROCR	-0.27	0.3	0
0	Immune cells	CD4Tconv	CD4Tconv	PRDX3	-0.27	26.1	0
0	Immune cells	CD4Tconv	CD4Tconv	KYNU	-0.27	0.2	0
0	Immune cells	CD4Tconv	CD4Tconv	DMKN	-0.27	0.3	0
0	Immune cells	CD4Tconv	CD4Tconv	C11orf31	-0.27	48.6	0
0	Immune cells	CD4Tconv	CD4Tconv	PYCARD	-0.27	22.3	0
0	Immune cells	CD4Tconv	CD4Tconv	AC013461.1	-0.27	1.4	0
0	Immune cells	CD4Tconv	CD4Tconv	GPX8	-0.27	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	MYOF	-0.27	0.3	0
0	Immune cells	CD4Tconv	CD4Tconv	KDELR3	-0.27	0.3	0
0	Immune cells	CD4Tconv	CD4Tconv	EIF6	-0.27	27.1	0
0	Immune cells	CD4Tconv	CD4Tconv	BAG3	-0.27	29.6	0
0	Immune cells	CD4Tconv	CD4Tconv	VASN	-0.27	0.8	0
0	Immune cells	CD4Tconv	CD4Tconv	LMAN1	-0.27	29.9	0
0	Immune cells	CD4Tconv	CD4Tconv	TMEM147	-0.27	21.9	0
0	Immune cells	CD4Tconv	CD4Tconv	FBLN5	-0.27	3.2	0
0	Immune cells	CD4Tconv	CD4Tconv	NDUFAB1	-0.27	37.6	0
0	Immune cells	CD4Tconv	CD4Tconv	FAM46A	-0.27	4.8	0
0	Immune cells	CD4Tconv	CD4Tconv	VIMP	-0.27	24.8	0
0	Immune cells	CD4Tconv	CD4Tconv	GNB2	-0.27	51.8	0
0	Immune cells	CD4Tconv	CD4Tconv	ARL1	-0.27	11.0	0
0	Immune cells	CD4Tconv	CD4Tconv	GOLM1	-0.27	0.3	0
0	Immune cells	CD4Tconv	CD4Tconv	SYPL1	-0.27	27.8	0
0	Immune cells	CD4Tconv	CD4Tconv	FERMT2	-0.27	0.2	0
0	Immune cells	CD4Tconv	CD4Tconv	GNG10	-0.28	17.3	0
0	Immune cells	CD4Tconv	CD4Tconv	SULF2	-0.28	0.3	0
0	Immune cells	CD4Tconv	CD4Tconv	EID1	-0.28	54.6	0
0	Immune cells	CD4Tconv	CD4Tconv	ERH	-0.28	48.1	0
0	Immune cells	CD4Tconv	CD4Tconv	PTGES	-0.28	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	RNH1	-0.28	36.3	0
0	Immune cells	CD4Tconv	CD4Tconv	SEPW1	-0.28	60.2	0
0	Immune cells	CD4Tconv	CD4Tconv	NRP1	-0.28	0.1	0
0	Immune cells	CD4Tconv	CD4Tconv	AGTRAP	-0.28	11.2	0
0	Immune cells	CD4Tconv	CD4Tconv	PDGFRL	-0.28	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	SEPT11	-0.28	9.7	0
0	Immune cells	CD4Tconv	CD4Tconv	UAP1	-0.28	17.7	0
0	Immune cells	CD4Tconv	CD4Tconv	TJP1	-0.28	0.1	0
0	Immune cells	CD4Tconv	CD4Tconv	TPST1	-0.28	0.5	0
0	Immune cells	CD4Tconv	CD4Tconv	TNFRSF21	-0.28	0.1	0
0	Immune cells	CD4Tconv	CD4Tconv	WASL	-0.28	4.0	0
0	Immune cells	CD4Tconv	CD4Tconv	RNASE4	-0.28	0.5	0
0	Immune cells	CD4Tconv	CD4Tconv	GGCT	-0.28	9.7	0
0	Immune cells	CD4Tconv	CD4Tconv	HM13	-0.28	34.7	0
0	Immune cells	CD4Tconv	CD4Tconv	PON2	-0.28	2.8	0
0	Immune cells	CD4Tconv	CD4Tconv	MAGED1	-0.28	6.2	0
0	Immune cells	CD4Tconv	CD4Tconv	BNIP3	-0.28	11.8	0
0	Immune cells	CD4Tconv	CD4Tconv	PTN	-0.28	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	MMP23B	-0.28	0.5	0
0	Immune cells	CD4Tconv	CD4Tconv	F3	-0.28	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	DSC3	-0.28	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	HEXB	-0.28	17.3	0
0	Immune cells	CD4Tconv	CD4Tconv	GPX1	-0.28	23.9	0
0	Immune cells	CD4Tconv	CD4Tconv	DLC1	-0.28	0.1	0
0	Immune cells	CD4Tconv	CD4Tconv	CD276	-0.28	0.6	0
0	Immune cells	CD4Tconv	CD4Tconv	DSC2	-0.29	0.1	0
0	Immune cells	CD4Tconv	CD4Tconv	ATP6V1F	-0.29	47.1	0
0	Immune cells	CD4Tconv	CD4Tconv	TINAGL1	-0.29	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	HAVCR2	-0.29	6.1	0
0	Immune cells	CD4Tconv	CD4Tconv	ARHGAP29	-0.29	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	B3GNT5	-0.29	2.2	0
0	Immune cells	CD4Tconv	CD4Tconv	PDIA4	-0.29	19.1	0
0	Immune cells	CD4Tconv	CD4Tconv	ITGAV	-0.29	6.5	0
0	Immune cells	CD4Tconv	CD4Tconv	NAA20	-0.29	16.0	0
0	Immune cells	CD4Tconv	CD4Tconv	UACA	-0.29	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	ADH5	-0.29	21.4	0
0	Immune cells	CD4Tconv	CD4Tconv	RCN2	-0.29	22.2	0
0	Immune cells	CD4Tconv	CD4Tconv	DDR2	-0.29	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	A4GALT	-0.29	0.3	0
0	Immune cells	CD4Tconv	CD4Tconv	COA3	-0.29	14.3	0
0	Immune cells	CD4Tconv	CD4Tconv	CSF1	-0.29	8.5	0
0	Immune cells	CD4Tconv	CD4Tconv	EGFR	-0.29	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	SPINT1	-0.29	1.1	0
0	Immune cells	CD4Tconv	CD4Tconv	WLS	-0.29	0.3	0
0	Immune cells	CD4Tconv	CD4Tconv	NID1	-0.29	0.1	0
0	Immune cells	CD4Tconv	CD4Tconv	PLIN3	-0.29	10.4	0
0	Immune cells	CD4Tconv	CD4Tconv	CPVL	-0.29	0.1	0
0	Immune cells	CD4Tconv	CD4Tconv	PTK7	-0.29	0.2	0
0	Immune cells	CD4Tconv	CD4Tconv	ERGIC3	-0.29	40.4	0
0	Immune cells	CD4Tconv	CD4Tconv	LAMP2	-0.29	11.4	0
0	Immune cells	CD4Tconv	CD4Tconv	TMEM45A	-0.29	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	SEMA3C	-0.29	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	CYBB	-0.29	0.2	0
0	Immune cells	CD4Tconv	CD4Tconv	TP63	-0.29	0.3	0
0	Immune cells	CD4Tconv	CD4Tconv	CXCL16	-0.29	6.8	0
0	Immune cells	CD4Tconv	CD4Tconv	ATRAID	-0.29	33.5	0
0	Immune cells	CD4Tconv	CD4Tconv	VCL	-0.3	3.2	0
0	Immune cells	CD4Tconv	CD4Tconv	PLBD1	-0.3	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	SOX2	-0.3	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	BHLHE40	-0.3	32.8	0
0	Immune cells	CD4Tconv	CD4Tconv	LTBP1	-0.3	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	PDGFRA	-0.3	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	ERRFI1	-0.3	5.0	0
0	Immune cells	CD4Tconv	CD4Tconv	PDIA3	-0.3	63.2	0
0	Immune cells	CD4Tconv	CD4Tconv	P4HA2	-0.3	0.6	0
0	Immune cells	CD4Tconv	CD4Tconv	CANX	-0.3	32.3	0
0	Immune cells	CD4Tconv	CD4Tconv	VEGFA	-0.3	0.3	0
0	Immune cells	CD4Tconv	CD4Tconv	KLRD1	-0.3	3.8	0
0	Immune cells	CD4Tconv	CD4Tconv	MRC2	-0.3	0.5	0
0	Immune cells	CD4Tconv	CD4Tconv	CYB5A	-0.3	14.7	0
0	Immune cells	CD4Tconv	CD4Tconv	SEPT10	-0.3	0.3	0
0	Immune cells	CD4Tconv	CD4Tconv	PAPSS2	-0.3	0.2	0
0	Immune cells	CD4Tconv	CD4Tconv	MGST2	-0.3	2.6	0
0	Immune cells	CD4Tconv	CD4Tconv	RABAC1	-0.3	55.0	0
0	Immune cells	CD4Tconv	CD4Tconv	UQCRH	-0.3	69.6	0
0	Immune cells	CD4Tconv	CD4Tconv	CTSF	-0.3	3.4	0
0	Immune cells	CD4Tconv	CD4Tconv	LAMTOR1	-0.3	33.1	0
0	Immune cells	CD4Tconv	CD4Tconv	PLPP2	-0.3	1.3	0
0	Immune cells	CD4Tconv	CD4Tconv	NPDC1	-0.3	13.7	0
0	Immune cells	CD4Tconv	CD4Tconv	AKAP12	-0.3	0.1	0
0	Immune cells	CD4Tconv	CD4Tconv	MAP3K13	-0.31	7.6	0
0	Immune cells	CD4Tconv	CD4Tconv	CDH11	-0.31	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	RAB25	-0.31	0.1	0
0	Immune cells	CD4Tconv	CD4Tconv	PKP1	-0.31	0.1	0
0	Immune cells	CD4Tconv	CD4Tconv	GABARAP	-0.31	83.7	0
0	Immune cells	CD4Tconv	CD4Tconv	ELN	-0.31	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	TGM2	-0.31	0.2	0
0	Immune cells	CD4Tconv	CD4Tconv	ISOC2	-0.31	6.3	0
0	Immune cells	CD4Tconv	CD4Tconv	CREB5	-0.31	0.1	0
0	Immune cells	CD4Tconv	CD4Tconv	GLT8D2	-0.31	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	PODN	-0.31	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	PTK2	-0.31	1.8	0
0	Immune cells	CD4Tconv	CD4Tconv	RAB32	-0.31	0.2	0
0	Immune cells	CD4Tconv	CD4Tconv	COX6A1	-0.31	82.4	0
0	Immune cells	CD4Tconv	CD4Tconv	MRPS24	-0.31	31.3	0
0	Immune cells	CD4Tconv	CD4Tconv	SOX15	-0.32	0.1	0
0	Immune cells	CD4Tconv	CD4Tconv	PTGR1	-0.32	0.3	0
0	Immune cells	CD4Tconv	CD4Tconv	GOLIM4	-0.32	1.3	0
0	Immune cells	CD4Tconv	CD4Tconv	GGT5	-0.32	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	ITGB1	-0.32	37.4	0
0	Immune cells	CD4Tconv	CD4Tconv	ADAM15	-0.32	5.5	0
0	Immune cells	CD4Tconv	CD4Tconv	GCSH	-0.32	2.6	0
0	Immune cells	CD4Tconv	CD4Tconv	PDLIM5	-0.32	10.5	0
0	Immune cells	CD4Tconv	CD4Tconv	ARL2	-0.32	12.1	0
0	Immune cells	CD4Tconv	CD4Tconv	QSOX1	-0.32	9.2	0
0	Immune cells	CD4Tconv	CD4Tconv	ATP5G1	-0.32	25.0	0
0	Immune cells	CD4Tconv	CD4Tconv	LAMC1	-0.32	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	NRP2	-0.32	0.1	0
0	Immune cells	CD4Tconv	CD4Tconv	PCBD1	-0.32	14.5	0
0	Immune cells	CD4Tconv	CD4Tconv	CES1	-0.32	0.2	0
0	Immune cells	CD4Tconv	CD4Tconv	PARVA	-0.32	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	EHD2	-0.32	0.0	0
0	Immune cells	CD4Tconv	CD4Tconv	NFIA	-0.32	2.3	0
0	Immune cells	CD4Tconv	CD4Tconv	IRF6	-0.32	0.2	0
0	Immune cells	CD4Tconv	CD4Tconv	JAG1	-0.32	0.9	0
0	Immune cells	CD4Tconv	CD4Tconv	TKT	-0.33	36.4	0
0	Immune cells	CD4Tconv	CD4Tconv	MRPL51	-0.33	35.0	0
0	Immune cells	CD4Tconv	CD4Tconv	PPIA	-0.33	98.8	0
0	Immune cells	CD4Tconv	CD4Tconv	MYO1B	-0.33	1.0	0
0	Immune cells	CD4Tconv	CD4Tconv	CHMP4B	-0.33	16.8	0
0	Immune cells	CD4Tconv	CD4Tconv	TSPAN13	-0.33	2.2	0
0	Immune cells	CD4Tconv	CD4Tconv	TRIP6	-0.33	2.7	0
