X.Start	End	Type	Subtype	Weight
1320	hsa-miR-150-3p	1499	MGREL	MIRNA_INHIBITION	-1
1321	hsa-miR-150-3p	1235	MGREL	MIRNA_INHIBITION	-1
1324	hsa-miR-150-3p	3480	MGREL	MIRNA_INHIBITION	-1
1326	2339	4893	PPREL	INHIBITION	0
1327	2339	4893	PPREL	ACTIVATION	0
1328	2339	2342	PPREL	BINDING_ASSOCIATION	0
1329	2339	2792	PPREL	ACTIVATION	1
1336	2339	3845	PPREL	INHIBITION	0
1337	2339	3845	PPREL	ACTIVATION	0
1344	2335	3680	PPREL	ACTIVATION	1
1345	2335	3681	PPREL	ACTIVATION	1
1346	2335	3682	PPREL	ACTIVATION	1
1347	2335	3683	PPREL	ACTIVATION	1
1348	2335	4893	PPREL	INHIBITION	-1
1349	2335	3684	PPREL	ACTIVATION	1
1354	2335	3674	PPREL	ACTIVATION	1
1355	2335	3675	PPREL	ACTIVATION	1
1357	2335	3676	PPREL	ACTIVATION	1
1359	2335	3678	PPREL	ACTIVATION	1
1360	2335	3679	PPREL	ACTIVATION	1
1363	2335	3690	PPREL	ACTIVATION	1
1364	2335	3691	PPREL	ACTIVATION	1
1368	2335	3693	PPREL	ACTIVATION	1
1369	2335	3694	PPREL	ACTIVATION	1
1370	2335	3695	PPREL	ACTIVATION	1
1375	2335	3685	PPREL	ACTIVATION	1
1376	2335	3687	PPREL	ACTIVATION	1
1377	2335	3688	PPREL	ACTIVATION	1
1378	2335	3689	PPREL	ACTIVATION	1
1381	2335	3845	PPREL	INHIBITION	-1
1383	2335	1088	PPREL	ACTIVATION	1
1385	2335	3696	PPREL	ACTIVATION	1
1389	2335	3655	PPREL	ACTIVATION	1
1393	2335	3672	PPREL	ACTIVATION	1
1395	2335	3673	PPREL	ACTIVATION	1
1400	1003	1500	PPREL	BINDING_ASSOCIATION	0
1401	1003	1499	PPREL	BINDING_ASSOCIATION	0
1402	1003	1003	PPREL	BINDING_ASSOCIATION	0
1403	1003	1003	PPREL	DISSOCIATION	0
1407	1002	1002	PPREL	ACTIVATION	1
1410	1001	1001	PPREL	BINDING_ASSOCIATION	0
1411	4994	2788	PPREL	ACTIVATION	1
1413	4994	2774	PPREL	ACTIVATION	1
1414	4994	2782	PPREL	ACTIVATION	1
1415	4994	51764	PPREL	ACTIVATION	1
1420	3663	3442	GEREL	EXPRESSION	1
1421	3663	3441	GEREL	EXPRESSION	1
1422	3663	3452	GEREL	EXPRESSION	1
1423	3663	3440	GEREL	EXPRESSION	1
1424	3663	3451	GEREL	EXPRESSION	1
1425	3663	3593	GEREL	EXPRESSION	1
1426	3663	3592	GEREL	EXPRESSION	1
1427	3663	3439	GEREL	EXPRESSION	1
1428	3663	3449	GEREL	EXPRESSION	1
1429	3663	3569	GEREL	EXPRESSION	1
1430	3663	3448	GEREL	EXPRESSION	1
1431	3663	414062	GEREL	EXPRESSION	1
1432	3663	3447	GEREL	EXPRESSION	1
1433	3663	3446	GEREL	EXPRESSION	1
1434	3663	3445	GEREL	EXPRESSION	1
1435	3663	3456	GEREL	EXPRESSION	1
1436	3663	3576	GEREL	EXPRESSION	1
1437	3663	3444	GEREL	EXPRESSION	1
1438	3663	3553	GEREL	EXPRESSION	1
1439	3663	3443	GEREL	EXPRESSION	1
1442	4995	2788	PPREL	ACTIVATION	1
1443	4995	2774	PPREL	ACTIVATION	1
1444	4995	2782	PPREL	ACTIVATION	1
1445	4995	51764	PPREL	ACTIVATION	1
1446	3664	hsa-miR-9-3p	MGREL	TFMIRNA_ACTIVATION	1
1447	3664	hsa-miR-9-5p	MGREL	TFMIRNA_ACTIVATION	1
1449	3665	3442	PPREL	ACTIVATION	1
1450	3665	3442	GEREL	EXPRESSION	1
1451	3665	3441	PPREL	ACTIVATION	1
1452	3665	3441	GEREL	EXPRESSION	1
1454	3665	3440	PPREL	ACTIVATION	1
1455	3665	3440	GEREL	EXPRESSION	1
1457	3665	23643	PPREL	ACTIVATION	1
1458	3665	3439	PPREL	ACTIVATION	1
1459	3665	3439	GEREL	EXPRESSION	1
1460	3665	10010	PPREL	ACTIVATION	1
1462	3665	84282	PPREL	ACTIVATION	1
1468	3665	3452	PPREL	ACTIVATION	1
1469	3665	3452	GEREL	EXPRESSION	1
1470	3665	3451	PPREL	ACTIVATION	1
1471	3665	3451	GEREL	EXPRESSION	1
1474	3665	3449	PPREL	ACTIVATION	1
1475	3665	3449	GEREL	EXPRESSION	1
1476	3665	3448	PPREL	ACTIVATION	1
1477	3665	3448	GEREL	EXPRESSION	1
1479	3665	3447	PPREL	ACTIVATION	1
1480	3665	3447	GEREL	EXPRESSION	1
1481	3665	3446	PPREL	ACTIVATION	1
1482	3665	3446	GEREL	EXPRESSION	1
1483	3665	3445	PPREL	ACTIVATION	1
1484	3665	3445	GEREL	EXPRESSION	1
1486	3665	3444	PPREL	ACTIVATION	1
1487	3665	3444	GEREL	EXPRESSION	1
1488	3665	1387	PPREL	BINDING_ASSOCIATION	0
1489	3665	3443	PPREL	ACTIVATION	1
1490	3665	3443	GEREL	EXPRESSION	1
1501	3665	170506	PPREL	ACTIVATION	1
1502	3665	23586	PPREL	ACTIVATION	1
1506	3665	3456	PPREL	ACTIVATION	1
1507	3665	3456	GEREL	EXPRESSION	1
1509	3665	3467	GEREL	EXPRESSION	1
1512	3667	4893	PPREL	ACTIVATION	1
1515	3667	3561	PPREL	BINDING_ASSOCIATION	0
1516	3667	3481	PPREL	BINDING_ASSOCIATION	0
1518	3667	3480	PPREL	BINDING_ASSOCIATION	0
1519	3667	3716	PPREL	BINDING_ASSOCIATION	0
1520	3667	2887	PPREL	INHIBITION	-1
1521	3667	3717	PPREL	BINDING_ASSOCIATION	0
1522	3667	146850	PPREL	ACTIVATION	1
1523	3667	3718	PPREL	BINDING_ASSOCIATION	0
1524	3667	3479	PPREL	BINDING_ASSOCIATION	0
1525	3667	2885	PPREL	ACTIVATION	1
1526	3667	4908	PPREL	BINDING_ASSOCIATION	0
1528	3667	3575	PPREL	BINDING_ASSOCIATION	0
1529	3667	3630	PPREL	INHIBITION	-1
1532	3667	3952	PPREL	BINDING_ASSOCIATION	0
1533	3667	3953	PPREL	BINDING_ASSOCIATION	0
1538	3667	23533	PPREL	ACTIVATION	1
1544	3667	3643	PPREL	INHIBITION	-1
1545	3667	3845	PPREL	ACTIVATION	1
1586	4998	891	PPREL	BINDING_ASSOCIATION	0
1592	4998	10197	PPREL	ACTIVATION	1
1620	4998	4999	PPREL	BINDING_ASSOCIATION	0
1622	4998	23649	PPREL	ACTIVATION	1
1625	4998	128312	PPREL	BINDING_ASSOCIATION	0
1628	4998	1017	PPREL	BINDING_ASSOCIATION	0
1632	4998	10213	PPREL	ACTIVATION	1
1642	4998	84515	PPREL	BINDING_ASSOCIATION	0
1655	4998	63967	PPREL	BINDING_ASSOCIATION	0
1659	4998	102724334	PPREL	BINDING_ASSOCIATION	0
1660	4998	85236	PPREL	BINDING_ASSOCIATION	0
1666	4998	23595	PPREL	BINDING_ASSOCIATION	0
1668	4998	23198	PPREL	ACTIVATION	1
1673	4999	23649	PPREL	ACTIVATION	1
1679	4999	63967	PPREL	BINDING_ASSOCIATION	0
1683	4999	891	PPREL	BINDING_ASSOCIATION	0
1685	4999	1017	PPREL	BINDING_ASSOCIATION	0
1689	4999	23595	PPREL	BINDING_ASSOCIATION	0
1691	4999	84515	PPREL	BINDING_ASSOCIATION	0
1712	3680	1399	PPREL	ACTIVATION	1
1713	3680	1398	PPREL	ACTIVATION	1
1715	3680	3897	PPREL	BINDING_ASSOCIATION	0
1719	3681	1399	PPREL	ACTIVATION	1
1720	3681	1398	PPREL	ACTIVATION	1
1721	3681	3689	PPREL	BINDING_ASSOCIATION	0
1726	3682	1399	PPREL	ACTIVATION	1
1727	3682	1398	PPREL	ACTIVATION	1
1737	3683	2185	PPREL	ACTIVATION	1
1739	3683	1399	PPREL	ACTIVATION	1
1740	3683	1398	PPREL	ACTIVATION	1
1741	3683	10451	PPREL	ACTIVATION	1
1746	hsa-miR-101-3p	1080	MGREL	MIRNA_INHIBITION	-1
1752	hsa-miR-101-3p	2353	MGREL	MIRNA_INHIBITION	-1
1758	hsa-miR-101-3p	3717	MGREL	MIRNA_INHIBITION	-1
1759	hsa-miR-101-3p	1499	MGREL	MIRNA_INHIBITION	-1
1760	hsa-miR-101-3p	2146	MGREL	MIRNA_INHIBITION	-1
1761	hsa-miR-101-3p	2201	MGREL	MIRNA_INHIBITION	-1
1763	hsa-miR-101-3p	3675	MGREL	MIRNA_INHIBITION	-1
1767	hsa-miR-101-3p	51701	MGREL	MIRNA_INHIBITION	-1
1773	hsa-miR-101-3p	23512	MGREL	MIRNA_INHIBITION	-1
1775	hsa-miR-101-3p	3925	MGREL	MIRNA_INHIBITION	-1
1776	hsa-miR-101-3p	1788	MGREL	MIRNA_INHIBITION	-1
1779	hsa-miR-101-3p	2138	MGREL	MIRNA_INHIBITION	-1
1780	hsa-miR-101-3p	861	MGREL	MIRNA_INHIBITION	-1
1782	hsa-miR-101-3p	1003	MGREL	MIRNA_INHIBITION	-1
1783	hsa-miR-101-3p	1024	MGREL	MIRNA_INHIBITION	-1
1785	hsa-miR-101-3p	2475	MGREL	MIRNA_INHIBITION	-1
1786	hsa-miR-101-3p	4851	MGREL	MIRNA_INHIBITION	-1
1796	3684	1399	PPREL	ACTIVATION	1
1797	3684	1398	PPREL	ACTIVATION	1
1811	2353	10018	GEREL	EXPRESSION	1
1825	2353	3490	PPREL	ACTIVATION	1
1834	2353	1513	GEREL	EXPRESSION	1
1835	2353	2689	GEREL	EXPRESSION	1
1837	2353	2688	GEREL	EXPRESSION	1
1842	2353	3934	GEREL	EXPRESSION	1
1846	2353	3552	PPREL	ACTIVATION	1
1853	2353	128312	PPREL	BINDING_ASSOCIATION	0
1856	2353	4772	GEREL	EXPRESSION	1
1859	2353	hsa-miR-23a-3p	MGREL	TFMIRNA_ACTIVATION	1
1860	2353	2625	GEREL	EXPRESSION	1
1861	2353	1019	GEREL	EXPRESSION	1
1862	2353	3559	GEREL	EXPRESSION	1
1863	2353	3558	GEREL	EXPRESSION	1
1866	2353	3553	GEREL	EXPRESSION	1
1868	2353	54	GEREL	EXPRESSION	1
1872	2353	3690	GEREL	EXPRESSION	1
1878	2353	23135	PPREL	ACTIVATION	1
1881	2353	727897	GEREL	EXPRESSION	1
1882	2353	3569	GEREL	EXPRESSION	1
1883	2353	414062	GEREL	EXPRESSION	1
1884	2353	3567	GEREL	EXPRESSION	1
1885	2353	3566	GEREL	EXPRESSION	1
1887	2353	3565	GEREL	EXPRESSION	1
1888	2353	1386	PPREL	BINDING_ASSOCIATION	0
1889	2353	2919	GEREL	EXPRESSION	1
1893	2353	3725	PPREL	BINDING_ASSOCIATION	0
1895	2353	hsa-miR-23a-5p	MGREL	TFMIRNA_ACTIVATION	1
1903	2353	1440	GEREL	EXPRESSION	1
1910	2353	1437	GEREL	EXPRESSION	1
1911	2353	2921	GEREL	EXPRESSION	1
1912	2353	102724334	PPREL	BINDING_ASSOCIATION	0
1913	2353	2920	GEREL	EXPRESSION	1
1914	2353	3458	GEREL	EXPRESSION	1
1915	2353	85236	PPREL	BINDING_ASSOCIATION	0
1916	2353	3456	GEREL	EXPRESSION	1
1917	2353	3576	GEREL	EXPRESSION	1
1918	2353	1673	GEREL	EXPRESSION	1
1923	2353	3596	GEREL	EXPRESSION	1
1924	2353	3595	GEREL	EXPRESSION	1
1925	2353	3594	GEREL	EXPRESSION	1
1926	2353	3593	GEREL	EXPRESSION	1
1927	2353	3592	GEREL	EXPRESSION	1
1928	2353	23237	PPREL	ACTIVATION	1
1929	2353	860	PPREL	BINDING_ASSOCIATION	0
1930	2353	1443	GEREL	EXPRESSION	1
1931	2353	1442	GEREL	EXPRESSION	1
1932	2353	3586	GEREL	EXPRESSION	1
1937	2353	3627	GEREL	EXPRESSION	1
1940	1022	23168	PPREL	BINDING_ASSOCIATION	0
1951	1022	11198	PPREL	BINDING_ASSOCIATION	0
1957	1022	1111	PPREL	ACTIVATION	1
1967	1022	54700	PPREL	BINDING_ASSOCIATION	0
1973	1022	1021	PPREL	ACTIVATION	1
1977	1022	1019	PPREL	ACTIVATION	1
1978	1022	1017	PPREL	ACTIVATION	1
1991	1022	23379	PPREL	ACTIVATION	1
1993	1022	1028	PPREL	ACTIVATION	1
1994	1022	1027	PPREL	ACTIVATION	1
1995	1022	1026	PPREL	ACTIVATION	1
1998	1022	121504	PPREL	INDIRECT_EFFECT	1
2009	1022	25885	PPREL	BINDING_ASSOCIATION	0
2011	1022	1161	PPREL	BINDING_ASSOCIATION	0
2015	1022	102724334	PPREL	INDIRECT_EFFECT	1
2016	1022	85236	PPREL	INDIRECT_EFFECT	1
2032	1022	25896	PPREL	ACTIVATION	1
2039	1022	861	PPREL	ACTIVATION	1
2045	1022	865	PPREL	ACTIVATION	1
2065	1022	51808	PPREL	BINDING_ASSOCIATION	0
2078	1022	1069	PPREL	BINDING_ASSOCIATION	0
2085	1022	2959	PPREL	ACTIVATION	1
2087	1022	2958	PPREL	ACTIVATION	1
2089	1022	2957	PPREL	ACTIVATION	1
2092	1022	2177	PPREL	ACTIVATION	1
2095	1022	890	PPREL	ACTIVATION	1
2096	1022	2966	PPREL	BINDING_ASSOCIATION	0
2097	1022	891	PPREL	ACTIVATION	1
2098	1022	2965	PPREL	BINDING_ASSOCIATION	0
2101	1022	894	PPREL	ACTIVATION	1
2102	1022	2963	PPREL	ACTIVATION	1
2104	1022	2962	PPREL	ACTIVATION	1
2105	1022	896	PPREL	ACTIVATION	1
2106	1022	2961	PPREL	ACTIVATION	1
2108	1022	2960	PPREL	ACTIVATION	1
2110	1022	898	PPREL	ACTIVATION	1
2125	1022	1643	PPREL	BINDING_ASSOCIATION	0
2126	1022	1642	PPREL	BINDING_ASSOCIATION	0
2129	1022	84172	PPREL	BINDING_ASSOCIATION	0
2135	1022	128312	PPREL	INDIRECT_EFFECT	1
2139	1022	2625	PPREL	ACTIVATION	1
2140	1022	2624	PPREL	ACTIVATION	1
2142	1022	2623	PPREL	ACTIVATION	1
2144	1022	84524	PPREL	ACTIVATION	1
2148	1022	10450	PPREL	BINDING_ASSOCIATION	0
2154	1022	51616	PPREL	ACTIVATION	1
2165	1021	1032	PPREL	BINDING_ASSOCIATION	0
2166	1021	1031	PPREL	BINDING_ASSOCIATION	0
2168	1021	1029	PPREL	BINDING_ASSOCIATION	0
2169	1021	1028	PPREL	BINDING_ASSOCIATION	0
2171	1021	894	PPREL	INHIBITION	-1
2173	1021	896	PPREL	INHIBITION	-1
2190	1020	25	PPREL	BINDING_ASSOCIATION	0
2194	1020	10371	PPREL	BINDING_ASSOCIATION	0
2196	1020	2534	PPREL	BINDING_ASSOCIATION	0
2197	1020	1400	PPREL	ACTIVATION	1
2204	1020	84152	PPREL	ACTIVATION	1
2205	2350	2822	PPREL	ACTIVATION	1
2229	1019	894	PPREL	INHIBITION	-1
2232	1019	896	PPREL	INHIBITION	-1
2237	1019	2167	PPREL	ACTIVATION	1
2247	1019	128312	PPREL	BINDING_ASSOCIATION	0
2253	1019	1019	PPREL	BINDING_ASSOCIATION	0
2256	1019	11144	PPREL	BINDING_ASSOCIATION	0
2267	1019	1032	PPREL	BINDING_ASSOCIATION	0
2268	1019	1031	PPREL	BINDING_ASSOCIATION	0
2270	1019	1029	PPREL	BINDING_ASSOCIATION	0
2271	1019	1028	PPREL	BINDING_ASSOCIATION	0
2273	1019	1027	PPREL	BINDING_ASSOCIATION	0
2274	1019	1026	PPREL	BINDING_ASSOCIATION	0
2277	1019	121504	PPREL	ACTIVATION	1
2292	1019	102724334	PPREL	BINDING_ASSOCIATION	0
2293	1019	85236	PPREL	BINDING_ASSOCIATION	0
2297	1019	85235	PPREL	ACTIVATION	1
2307	1019	1050	PPREL	BINDING_ASSOCIATION	0
2309	1019	860	PPREL	ACTIVATION	1
2310	1019	861	GEREL	REPRESSION	-1
2312	1019	865	PPREL	ACTIVATION	1
2320	2348	26958	PPREL	BINDING_ASSOCIATION	0
2328	2348	1778	PPREL	BINDING_ASSOCIATION	0
2330	2348	830	PPREL	BINDING_ASSOCIATION	0
2332	2348	11070	PPREL	BINDING_ASSOCIATION	0
2334	2348	25839	PPREL	BINDING_ASSOCIATION	0
2336	2348	11196	PPREL	BINDING_ASSOCIATION	0
2338	2348	126003	PPREL	BINDING_ASSOCIATION	0
2342	2348	11316	PPREL	BINDING_ASSOCIATION	0
2346	2348	84516	PPREL	BINDING_ASSOCIATION	0
2348	2348	51693	PPREL	BINDING_ASSOCIATION	0
2353	2348	10466	PPREL	BINDING_ASSOCIATION	0
2358	2348	23423	PPREL	BINDING_ASSOCIATION	0
2360	2348	1315	PPREL	BINDING_ASSOCIATION	0
2363	2348	1314	PPREL	BINDING_ASSOCIATION	0
2367	2348	54732	PPREL	BINDING_ASSOCIATION	0
2370	2348	84342	PPREL	BINDING_ASSOCIATION	0
2375	2348	10282	PPREL	BINDING_ASSOCIATION	0
2376	2348	26984	PPREL	BINDING_ASSOCIATION	0
2385	2348	829	PPREL	BINDING_ASSOCIATION	0
2393	1017	25906	PPREL	INHIBITION	-1
2394	1017	11065	PPREL	INHIBITION	-1
2405	1017	2305	PPREL	ACTIVATION	1
2411	1017	6502	PPREL	BINDING_ASSOCIATION	0
2415	1017	2309	PPREL	INHIBITION	-1
2417	1017	2308	PPREL	INHIBITION	-1
2418	1017	1736	PPREL	INHIBITION	-1
2421	1017	25913	PPREL	INHIBITION	0
2422	1017	25913	PPREL	ACTIVATION	0
2424	1017	119504	PPREL	INHIBITION	-1
2431	1017	25847	PPREL	INHIBITION	-1
2433	1017	890	PPREL	BINDING_ASSOCIATION	0
2437	1017	898	PPREL	BINDING_ASSOCIATION	0
2442	1017	10111	PPREL	BINDING_ASSOCIATION	0
2453	1017	4998	PPREL	ACTIVATION	1
2454	1017	4999	PPREL	ACTIVATION	1
2456	1017	23649	PPREL	ACTIVATION	1
2468	1017	84515	PPREL	ACTIVATION	1
2471	1017	1028	PPREL	INHIBITION	-1
2472	1017	1027	PPREL	INHIBITION	-1
2478	1017	10393	PPREL	INHIBITION	-1
2479	1017	1163	PPREL	BINDING_ASSOCIATION	0
2480	1017	63967	PPREL	BINDING_ASSOCIATION	0
2492	1017	6500	PPREL	BINDING_ASSOCIATION	0
2493	1017	23595	PPREL	ACTIVATION	1
2494	1017	1050	PPREL	BINDING_ASSOCIATION	0
2497	1017	23594	PPREL	ACTIVATION	1
2498	1017	51750	PPREL	INHIBITION	-1
2508	1013	1013	PPREL	BINDING_ASSOCIATION	0
2513	3674	4893	PPREL	INHIBITION	-1
2517	3674	1399	PPREL	ACTIVATION	1
2518	3674	1398	PPREL	ACTIVATION	1
2519	3674	2244	PPREL	BINDING_ASSOCIATION	0
2520	3674	2266	PPREL	BINDING_ASSOCIATION	0
2526	3674	3897	PPREL	BINDING_ASSOCIATION	0
2536	3674	2243	PPREL	BINDING_ASSOCIATION	0
2538	3674	2335	PPREL	BINDING_ASSOCIATION	0
2545	3674	3845	PPREL	INHIBITION	-1
2550	3675	1399	PPREL	ACTIVATION	1
2552	3675	1398	PPREL	ACTIVATION	1
2553	3675	375790	PPREL	BINDING_ASSOCIATION	0
2558	3676	1399	PPREL	ACTIVATION	1
2559	3676	1398	PPREL	ACTIVATION	1
2562	3676	3695	PPREL	BINDING_ASSOCIATION	0
2569	3678	2335	PPREL	BINDING_ASSOCIATION	0
2571	3678	1399	PPREL	ACTIVATION	1
2572	3678	1311	PPREL	BINDING_ASSOCIATION	0
2573	3678	1398	PPREL	ACTIVATION	1
2574	3678	375790	PPREL	BINDING_ASSOCIATION	0
2575	3678	3897	PPREL	BINDING_ASSOCIATION	0
2579	3679	1399	PPREL	ACTIVATION	1
2580	3679	1398	PPREL	ACTIVATION	1
2585	3690	7043	PPREL	BINDING_ASSOCIATION	0
2588	3690	4893	PPREL	ACTIVATION	0
2589	3690	4893	PPREL	INHIBITION	0
2592	3690	7040	PPREL	BINDING_ASSOCIATION	0
2594	3690	2266	PPREL	BINDING_ASSOCIATION	0
2595	3690	3674	PPREL	BINDING_ASSOCIATION	0
2609	3690	2243	PPREL	BINDING_ASSOCIATION	0
2610	3690	hsa-miR-150-5p	MGREL	TFMIRNA_INHIBITION	-1
2616	3690	3685	PPREL	BINDING_ASSOCIATION	0
2621	3690	3845	PPREL	ACTIVATION	0
2622	3690	3845	PPREL	INHIBITION	0
2630	3690	1399	PPREL	ACTIVATION	1
2631	3690	1311	PPREL	BINDING_ASSOCIATION	0
2632	3690	1398	PPREL	ACTIVATION	1
2633	3690	2244	PPREL	BINDING_ASSOCIATION	0
2634	3690	2200	PPREL	BINDING_ASSOCIATION	0
2638	3690	857	PPREL	BINDING_ASSOCIATION	0
2639	3690	3897	PPREL	BINDING_ASSOCIATION	0
2641	3690	858	PPREL	BINDING_ASSOCIATION	0
2642	3690	859	PPREL	BINDING_ASSOCIATION	0
2644	3690	1758	PPREL	BINDING_ASSOCIATION	0
2646	3690	5175	PPREL	BINDING_ASSOCIATION	0
2648	3690	3791	PPREL	ACTIVATION	1
2652	3690	113026	PPREL	ACTIVATION	1
2655	3690	hsa-miR-150-3p	MGREL	TFMIRNA_INHIBITION	-1
2656	3690	2185	PPREL	BINDING_ASSOCIATION	0
2657	3690	23236	PPREL	ACTIVATION	1
2659	3690	84812	PPREL	ACTIVATION	1
2661	3690	2335	PPREL	BINDING_ASSOCIATION	0
2665	3691	1399	PPREL	ACTIVATION	1
2666	3691	1398	PPREL	ACTIVATION	1
2669	3691	857	PPREL	BINDING_ASSOCIATION	0
2671	3691	858	PPREL	BINDING_ASSOCIATION	0
2673	3691	859	PPREL	BINDING_ASSOCIATION	0
2683	3693	10174	PPREL	BINDING_ASSOCIATION	0
2686	3693	25802	PPREL	BINDING_ASSOCIATION	0
2689	3693	1399	PPREL	ACTIVATION	1
2691	3693	1398	PPREL	ACTIVATION	1
2696	3693	10398	PPREL	BINDING_ASSOCIATION	0
2697	3693	857	PPREL	BINDING_ASSOCIATION	0
2699	3693	72	PPREL	BINDING_ASSOCIATION	0
2700	3693	858	PPREL	BINDING_ASSOCIATION	0
2701	3693	859	PPREL	BINDING_ASSOCIATION	0
2702	3693	59	PPREL	BINDING_ASSOCIATION	0
2703	3693	3672	PPREL	BINDING_ASSOCIATION	0
2711	3693	140465	PPREL	BINDING_ASSOCIATION	0
2713	3693	800	PPREL	BINDING_ASSOCIATION	0
2722	3694	1399	PPREL	ACTIVATION	1
2723	3694	1398	PPREL	ACTIVATION	1
2725	3694	857	PPREL	BINDING_ASSOCIATION	0
2727	3694	858	PPREL	BINDING_ASSOCIATION	0
2728	3694	859	PPREL	BINDING_ASSOCIATION	0
2734	3695	3682	PPREL	BINDING_ASSOCIATION	0
2736	3695	1399	PPREL	ACTIVATION	1
2737	3695	1398	PPREL	ACTIVATION	1
2739	3695	857	PPREL	BINDING_ASSOCIATION	0
2741	3695	858	PPREL	BINDING_ASSOCIATION	0
2742	3695	859	PPREL	BINDING_ASSOCIATION	0
2745	1032	1019	PPREL	INHIBITION	-1
2747	1032	894	PPREL	INHIBITION	-1
2748	1032	896	PPREL	INHIBITION	-1
2749	1032	1021	PPREL	INHIBITION	-1
2750	1031	1019	PPREL	INHIBITION	-1
2752	1031	894	PPREL	INHIBITION	-1
2753	1031	896	PPREL	INHIBITION	-1
2754	1031	1021	PPREL	INHIBITION	-1
2755	1030	1019	PPREL	INHIBITION	-1
2757	1030	894	PPREL	INHIBITION	-1
2758	1030	896	PPREL	INHIBITION	-1
2759	1030	1021	PPREL	INHIBITION	-1
2762	hsa-miR-150-5p	1385	MGREL	MIRNA_INHIBITION	-1
2763	hsa-miR-150-5p	1286	MGREL	MIRNA_INHIBITION	-1
2765	hsa-miR-150-5p	3481	MGREL	MIRNA_INHIBITION	-1
2768	hsa-miR-150-5p	1235	MGREL	MIRNA_INHIBITION	-1
2769	hsa-miR-150-5p	59348	MGREL	MIRNA_INHIBITION	-1
2770	hsa-miR-150-5p	2322	MGREL	MIRNA_INHIBITION	-1
2771	hsa-miR-150-5p	898	MGREL	MIRNA_INHIBITION	-1
2779	hsa-miR-150-5p	7852	MGREL	MIRNA_INHIBITION	-1
2780	hsa-miR-150-5p	1154	MGREL	MIRNA_INHIBITION	-1
2782	hsa-miR-150-5p	6513	MGREL	MIRNA_INHIBITION	-1
2784	hsa-miR-150-5p	867	MGREL	MIRNA_INHIBITION	-1
2786	hsa-miR-150-5p	4854	MGREL	MIRNA_INHIBITION	-1
2791	1029	4780	PPREL	INHIBITION	-1
2794	1029	hsa-miR-410-3p	MGREL	TFMIRNA_ACTIVATION	1
2795	1029	1021	PPREL	INHIBITION	-1
2797	1029	hsa-miR-410-5p	MGREL	TFMIRNA_ACTIVATION	1
2799	1029	1019	PPREL	INHIBITION	-1
2803	1029	894	PPREL	INHIBITION	-1
2804	1029	896	PPREL	INHIBITION	-1
2805	1029	864	PPREL	INHIBITION	-1
2806	1029	1387	PPREL	INHIBITION	-1
2811	2359	2793	PPREL	BINDING_ASSOCIATION	0
2812	2359	2771	PPREL	BINDING_ASSOCIATION	0
2813	2359	2770	PPREL	BINDING_ASSOCIATION	0
2814	2359	2792	PPREL	BINDING_ASSOCIATION	0
2815	2359	2791	PPREL	BINDING_ASSOCIATION	0
2816	2359	2790	PPREL	BINDING_ASSOCIATION	0
2818	2359	2788	PPREL	BINDING_ASSOCIATION	0
2819	2359	2787	PPREL	BINDING_ASSOCIATION	0
2820	2359	2786	PPREL	BINDING_ASSOCIATION	0
2821	2359	2785	PPREL	BINDING_ASSOCIATION	0
2822	2359	59345	PPREL	BINDING_ASSOCIATION	0
2823	2359	2784	PPREL	BINDING_ASSOCIATION	0
2824	2359	2783	PPREL	BINDING_ASSOCIATION	0
2825	2359	51764	PPREL	BINDING_ASSOCIATION	0
2836	2359	2782	PPREL	BINDING_ASSOCIATION	0
2837	2359	23236	PPREL	ACTIVATION	1
2843	2359	2773	PPREL	BINDING_ASSOCIATION	0
2847	2359	50865	PPREL	BINDING_ASSOCIATION	0
2850	1028	1021	PPREL	BINDING_ASSOCIATION	0
2851	1028	890	PPREL	INHIBITION	-1
2852	1028	1019	PPREL	BINDING_ASSOCIATION	0
2855	1028	1017	PPREL	INHIBITION	-1
2857	1028	894	PPREL	BINDING_ASSOCIATION	0
2858	1028	896	PPREL	BINDING_ASSOCIATION	0
2873	1027	25906	PPREL	INHIBITION	-1
2874	1027	11065	PPREL	INHIBITION	-1
2880	1027	6502	PPREL	ACTIVATION	1
2885	1027	119504	PPREL	INHIBITION	-1
2890	1027	11113	PPREL	INHIBITION	-1
2902	1027	890	PPREL	ACTIVATION	0
2903	1027	890	PPREL	INHIBITION	0
2909	1027	894	PPREL	INHIBITION	-1
2911	1027	896	PPREL	INHIBITION	-1
2913	1027	898	PPREL	ACTIVATION	0
2914	1027	898	PPREL	INHIBITION	0
2917	1027	10197	PPREL	ACTIVATION	1
2947	1027	1021	PPREL	INHIBITION	-1
2948	1027	1019	PPREL	INHIBITION	-1
2949	1027	1017	PPREL	ACTIVATION	0
2950	1027	1017	PPREL	INHIBITION	0
2954	1027	10213	PPREL	ACTIVATION	1
2960	1027	10393	PPREL	INHIBITION	-1
2961	1027	1163	PPREL	ACTIVATION	1
2971	1027	6500	PPREL	ACTIVATION	1
2976	2358	2793	PPREL	BINDING_ASSOCIATION	0
2977	2358	2771	PPREL	BINDING_ASSOCIATION	0
2978	2358	2770	PPREL	BINDING_ASSOCIATION	0
2979	2358	2792	PPREL	BINDING_ASSOCIATION	0
2980	2358	2791	PPREL	BINDING_ASSOCIATION	0
2981	2358	2790	PPREL	BINDING_ASSOCIATION	0
